Time,Original Path,Original Filename,New Filename,Status,Source
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Hamilton X1 Lite Travel System_Green.jpg,Hamilton X1 Lite Travel System_Green.jpg,j&e_hamilton_hamilton x1 lite travel system_green__po_1.jpg,DryRun,BrandFallback+Product
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Isauchi Baby Weaning Value Bundle.jpg,Isauchi Baby Weaning Value Bundle.jpg,j&e_isa uchi_isa uchi baby weaning value bundle__po_1.jpg,DryRun,Metadata
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Kinderkraft Nubi 2 Lightweight Stroller With Automatic Folding_grey.jpg,Kinderkraft Nubi 2 Lightweight Stroller With Automatic Folding_grey.jpg,j&e_kinderkraft_kinderkraft nubi 2 lightweight stroller with automatic folding_grey__po_1.jpg,DryRun,BrandFallback+Product
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Kinderkraft Nubi 2 Lightweight Stroller With Automatic Folding_pink.jpg,Kinderkraft Nubi 2 Lightweight Stroller With Automatic Folding_pink.jpg,j&e_kinderkraft_kinderkraft nubi 2 lightweight stroller with automatic folding_pink__po_1.jpg,DryRun,BrandFallback+Product
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Smart Parent Bundle A_1 copy.jpg,Smart Parent Bundle A_1 copy.jpg,____po_1.jpg,DryRun,NotFound
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Smart Parent Bundle A_1.jpg,Smart Parent Bundle A_1.jpg,____po_2.jpg,DryRun,NotFound
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Smart Parent Bundle B_1.jpg,Smart Parent Bundle B_1.jpg,____po_3.jpg,DryRun,NotFound
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\smarTrike Traveler 4 In 1 Convertible Stroller_midnight blue.jpg,smarTrike Traveler 4 In 1 Convertible Stroller_midnight blue.jpg,infantree_smartrike_smartrike traveler 4 in 1 convertible stroller_midnight blue__po_1.jpg,DryRun,BrandFallback+Product
2025-06-10 15:41:22,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Special Bundle.jpg,Special Bundle.jpg,____po_4.jpg,DryRun,NotFound
2025-06-10 15:41:23,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\SwingMaxi 2.0 Breastpump.jpg,SwingMaxi 2.0 Breastpump.jpg,____po_5.jpg,DryRun,NotFound
2025-06-10 15:41:23,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\PO\Toyfactory_baby rocker.jpg,Toyfactory_baby rocker.jpg,____po_6.jpg,DryRun,NotFound
2025-06-10 15:41:23,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\Thomson\Thomson-medical.jpg,Thomson-medical.jpg,___1.jpg,DryRun,NotFound
2025-06-10 15:41:23,images/1. Jan MM Fair\1. Jan MM Fair\Images for Ops\Thomson\Thomson-Medical_Bloom-Maternity.jpg,Thomson-Medical_Bloom-Maternity.jpg,___2.jpg,DryRun,NotFound
